,budget,popularity,vote_count,top_cast_avg_rating,director_encoded,release_year,release_month,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western,title,genres,director,top_cast,release_date,vote_average,revenue,budget_log,revenue_log,profit_ratio
3925,3000000,5.003615,94,6.066666666666666,534,1988,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,Phantasm II,"['Action', 'Horror', 'Science Fiction', 'Thriller']",Don Coscarelli,"['James Le Gros', 'Reggie Bannister', 'Angus Scrimm']",1988-07-08,6.3,7282851,14.914123179965662,15.801033101697403,1.427617
3926,3000000,0.019984,3,5.533333333333332,1418,2004,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Woman Thou Art Loosed,['Drama'],Michael Schultz,"['Kimberly Elise', 'Loretta Devine', 'Debbi Morgan']",2004-09-30,5.0,6804016,14.914123179965662,15.733023731025044,1.2680053333333334
3927,0,1.026243,19,5.8,1558,2002,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Real Women Have Curves,"['Comedy', 'Drama']",Patricia Cardoso,"['America Ferrera', 'Lupe Ontiveros', 'Ingrid Oliu']",2002-01-01,5.8,0,0.0,0.0,
3928,0,2.787375,34,6.271936339522531,506,2005,9,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,Water,"['Drama', 'Foreign', 'Romance']",Deepa Mehta,['Unknown'],2005-09-08,6.8,10422387,0.0,16.159466742697102,
3930,3000000,2.144354,11,6.271936339522531,1620,2000,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Whipped,"['Comedy', 'Romance']",Peter M. Cohen,['Unknown'],2000-09-01,3.1,0,14.914123179965662,0.0,-1.0
3931,3000000,3.937939,35,5.7,1461,1996,9,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,Kama Sutra - A Tale of Love,"['Drama', 'History', 'Romance']",Mira Nair,"['Indira Varma', 'Sarita Choudhury', 'Ramon Tikaram']",1996-09-11,5.7,4109095,14.914123179965662,15.228713610941375,0.36969833333333335
3932,3000000,5.325156,57,6.151923076923076,1521,2010,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Please Give,"['Comedy', 'Drama']",Nicole Holofcener,"['Rebecca Hall', 'Catherine Keener', 'Amanda Peet']",2010-01-22,6.0,0,14.914123179965662,0.0,-1.0
3933,3000000,23.981601,798,7.366666666666667,1369,1971,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Willy Wonka & the Chocolate Factory,"['Family', 'Fantasy']",Mel Stuart,"['Gene Wilder', 'Jack Albertson', 'Peter Ostrum']",1971-06-29,7.4,4000000,14.914123179965662,15.201805169084134,0.3333333333333333
3934,0,3.107149,38,5.2,114,1993,5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,Warlock: The Armageddon,"['Fantasy', 'Horror', 'Science Fiction']",Anthony Hickox,"['Julian Sands', 'Chris Young', 'Paula Marshall']",1993-05-01,5.2,0,0.0,0.0,
3935,0,5.016607,39,5.7444444444444445,2061,1997,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8 Heads in a Duffel Bag,"['Comedy', 'Crime']",Tom Schulman,"['Joe Pesci', 'Kristy Swanson', 'George Hamilton']",1997-04-18,5.4,0,0.0,0.0,
3936,0,13.857194,234,7.2,2003,1978,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Days of Heaven,"['Drama', 'Romance']",Terrence Malick,"['Richard Gere', 'Brooke Adams', 'Linda Manz']",1978-09-13,7.6,0,0.0,0.0,
3937,0,6.997495,25,6.514141414141414,927,2001,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Thirteen Conversations About One Thing,['Drama'],Jill Sprecher,"['John Turturro', 'Clea DuVall', 'Matthew McConaughey']",2001-09-02,6.4,0,0.0,0.0,
3938,3000000,4.337685,90,6.271936339522531,433,1999,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jawbreaker,['Comedy'],Darren Stein,['Unknown'],1999-01-30,5.9,3076820,14.914123179965662,14.939407479066372,0.025606666666666666
3939,2962051,3.636634,94,6.271936339522531,1100,1996,8,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Basquiat,"['Drama', 'History']",Julian Schnabel,['Unknown'],1996-08-09,6.6,3011195,14.901392829361386,14.917847899998245,0.01659120656599093
3941,3000000,2.504169,94,6.271936339522531,672,2005,8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Tsotsi,"['Crime', 'Drama']",Gavin Hood,['Unknown'],2005-08-18,6.9,9879971,14.914123179965662,16.106020235711938,2.2933236666666668
3942,3000000,10.757539,194,6.7630952380952385,2043,1998,10,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Happiness,"['Comedy', 'Drama']",Todd Solondz,"['Jane Adams', 'Jon Lovitz', 'Philip Seymour Hoffman']",1998-10-16,7.4,2807390,14.914123179965662,14.847766140264016,-0.06420333333333333
3943,0,1.580027,4,5.8066666666666675,683,2003,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DysFunktional Family,"['Comedy', 'Documentary']",George Gallo,"['Eddie Griffin', 'Joe Howard', 'Matthew Brent']",2003-04-04,6.1,0,0.0,0.0,
3944,2800000,15.754614,366,5.269047619047619,1166,2014,9,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Tusk,"['Comedy', 'Horror']",Kevin Smith,"['Michael Parks', 'Justin Long', 'Haley Joel Osment']",2014-09-19,5.1,1826705,14.845130332288226,14.418024902870975,-0.3476053571428571
3945,3000000,56.76349,1945,8.0,1554,2003,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,Oldboy,"['Drama', 'Thriller', 'Mystery', 'Action']",Park Chan-wook,"['Choi Min-sik', 'Yoo Ji-tae', 'Kang Hye-jung']",2003-01-01,8.0,14980005,14.914123179965662,16.522226936587312,3.993335
3947,3000000,16.900433,211,6.105555555555555,864,2011,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Hobo with a Shotgun,"['Action', 'Comedy', 'Thriller']",Jason Eisener,"['Rutger Hauer', 'Gregory Smith', 'Robb Wells']",2011-05-06,5.7,748453,14.914123179965662,13.525765024707482,-0.7505156666666667
3948,3000000,1.569246,17,5.2,578,2016,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Compadres,"['Action', 'Comedy']",Enrique Begné,"['Omar Chaparro', 'Joey Morgan', 'Aislinn Derbez']",2016-03-31,5.2,0,14.914123179965662,0.0,-1.0
3949,3000000,4.682881,95,6.227777777777778,1352,1996,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Freeway,"['Comedy', 'Drama', 'Thriller']",Matthew Bright,"['Kiefer Sutherland', 'Reese Witherspoon', 'Wolfgang Bodison']",1996-08-23,6.5,0,14.914123179965662,0.0,-1.0
3950,0,1.128559,12,5.8,1399,2006,10,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,Love's Abiding Joy,"['TV Movie', 'Action', 'Drama', 'Family']",Michael Landon Jr.,"['Erin Cottrell', 'Logan Bartholomew', 'William Morgan Sheppard']",2006-10-06,5.8,0,0.0,0.0,
3951,3000000,12.68672,250,6.271936339522531,70,2009,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Fish Tank,['Drama'],Andrea Arnold,['Unknown'],2009-05-14,6.9,2357852,14.914123179965662,14.673262017169254,-0.21404933333333334
3952,0,3.750338,67,6.271936339522531,2139,2012,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Damsels in Distress,"['Comedy', 'Romance']",Whit Stillman,['Unknown'],2012-04-06,5.6,0,0.0,0.0,
3955,0,0.18094,3,4.366666666666667,206,2004,4,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,Brave New Girl,"['Drama', 'Music', 'Family']",Bobby Roth,"['Virginia Madsen', 'Lindsey Haun', 'Barbara Mamabolo']",2004-04-25,3.7,0,0.0,0.0,
3956,0,1.75311,34,5.625,2024,2012,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tim and Eric's Billion Dollar Movie,['Comedy'],Tim Heidecker,"['Eric Wareheim', 'Tim Heidecker', 'John C. Reilly']",2012-03-02,5.2,0,0.0,0.0,
3957,2700000,3.120747,59,6.271936339522531,1290,2004,9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Summer Storm,"['Comedy', 'Drama']",Marco Kreuzpaintner,['Unknown'],2004-09-02,6.7,0,14.80876270134486,0.0,-1.0
3958,0,0.384496,2,6.266666666666667,1427,2014,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,Fort McCoy,"['War', 'Drama', 'History']",Michael Worth,"['Eric Stoltz', 'Kate Connor', 'Lyndsy Fonseca']",2014-01-01,6.3,0,0.0,0.0,
3959,0,2.504156,37,4.966666666666666,517,2010,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Chain Letter,"['Horror', 'Thriller']",Deon Taylor,"['Nikki Reed', 'Keith David', 'Brad Dourif']",2010-10-01,3.9,0,0.0,0.0,
3960,3000000,0.431332,5,6.271936339522531,861,1999,10,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Just Looking,"['Drama', 'Comedy']",Jason Alexander,['Unknown'],1999-10-21,5.8,0,14.914123179965662,0.0,-1.0
3962,0,9.342465,15,5.909999999999999,363,2009,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,The Eclipse,"['Drama', 'Horror', 'Romance']",Conor McPherson,"['Ciarán Hinds', 'Aidan Quinn', 'Iben Hjejle']",2009-04-24,6.1,0,0.0,0.0,
3964,0,0.68822,5,3.0,1643,2005,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,My Big Fat Independent Movie,['Comedy'],Philip Zlotorynski,"['Paget Brewster', 'Neil Barton', 'Eric Hoffman']",2005-03-04,3.0,0,0.0,0.0,
3965,0,0.194848,0,0.0,1198,2010,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,The Deported,"['Comedy', 'Family']",Lance Kawas,"['Nicholas Turturro', 'Talia Shire', 'Paul Rodríguez']",2010-06-15,0.0,0,0.0,0.0,
3966,0,2.015525,32,6.271936339522531,618,2009,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Tanner Hall,['Drama'],Francesca Gregorini,['Unknown'],2009-09-14,5.4,0,0.0,0.0,
3967,3000000,2.680629,18,5.800000000000001,1478,2013,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Open Road,"['Action', 'Drama', 'Thriller']",Márcio Garcia,"['Camilla Belle', 'Andy García', 'Colin Egglesfield']",2013-04-12,5.2,0,14.914123179965662,0.0,-1.0
3968,0,12.036888,171,5.713333333333334,490,2014,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,They Came Together,['Comedy'],David Wain,"['Paul Rudd', 'Amy Poehler', 'Bill Hader']",2014-06-27,5.3,0,0.0,0.0,
3969,0,1.737032,28,2.9,375,2013,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo,['Comedy'],Craig Moss,"['Kathryn Fiore', 'Flip Schultz', 'Olivia Alexander']",2013-01-14,2.9,0,0.0,0.0,
3970,3000000,9.249229,136,5.8,1397,2011,9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Never Back Down 2: The Beatdown,"['Drama', 'Action']",Michael Jai White,"['Stacey Asaro', 'Gralen Bryant Banks', 'Rus Blackwell']",2011-09-13,5.8,0,14.914123179965662,0.0,-1.0
3971,2500000,5.164423,95,6.271936339522531,973,1967,8,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Point Blank,"['Action', 'Crime', 'Drama', 'Thriller']",John Boorman,['Unknown'],1967-08-30,7.1,3200000,14.731801689838349,14.978661680269907,0.28
3972,3,0.008263,0,0.0,1553,2009,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Four Single Fathers,"['Drama', 'Comedy']",Paolo Monico,"['Alessandro Gassman', 'Francesco Quinn', 'Joe Urla']",2009-01-15,0.0,0,1.3862943611198906,0.0,-1.0
3973,0,1.998826,14,4.516666666666667,2170,2013,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Enter the Dangerous Mind,['Thriller'],Youssef Delara,"['Jake Hoffman', 'Nikki Reed', 'Thomas Dekker']",2013-03-11,4.8,0,0.0,0.0,
3974,3000000,1.968679,16,4.6,426,2014,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Something Wicked,"['Mystery', 'Thriller']",Darin Scott,"['Shantel VanSanten', 'John Robinson', 'James Patrick Stuart']",2014-04-04,4.6,0,14.914123179965662,0.0,-1.0
3975,3000000,1.141463,10,3.733333333333333,325,2015,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,AWOL-72,['Thriller'],Christian Sesma,"['Luke Goss', 'RZA', 'Bokeem Woodbine']",2015-08-07,2.8,0,14.914123179965662,0.0,-1.0
3976,0,0.214704,1,6.271936339522531,1468,1988,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Iguana,[],Monte Hellman,['Unknown'],1988-04-01,6.0,0,0.0,0.0,
3977,3200000,1.034844,5,6.271936339522531,230,2009,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Chicago Overcoat,"['Action', 'Crime', 'Thriller']",Brian Caunter,['Unknown'],2009-10-10,6.1,0,14.978661680269907,0.0,-1.0
3979,2900000,5.928937,126,6.271936339522531,2129,1998,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Central Station,['Drama'],Walter Salles,['Unknown'],1998-01-16,7.6,5596708,14.88022163978423,15.537689304383212,0.9298993103448275
3980,2900000,3.370225,25,6.271936339522531,624,1961,12,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Pocketful of Miracles,"['Comedy', 'Drama']",Frank Capra,['Unknown'],1961-12-18,7.3,5000000,14.88022163978423,15.424948670398354,0.7241379310344828
3981,0,5.485217,54,4.9,790,2015,12,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Close Range,"['Crime', 'Action']",Isaac Florentine,"['Scott Adkins', 'Nick Chinlund', 'Caitlin Keats']",2015-12-11,4.9,0,0.0,0.0,
3983,3000000,3.077885,52,4.996666666666667,1412,2015,8,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,Amnesiac,"['Thriller', 'Mystery', 'Drama', 'Horror']",Michael Polish,"['Kate Bosworth', 'Wes Bentley', 'Shashawnee Hall']",2015-08-14,4.1,0,14.914123179965662,0.0,-1.0
3985,0,4.952983,271,6.271936339522531,54,2003,6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,High Tension,"['Horror', 'Thriller', 'Mystery']",Alexandre Aja,['Unknown'],2003-06-18,6.6,0,0.0,0.0,
3986,2902660,1.35088,34,6.099999999999999,1221,2011,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Griff the Invisible,"['Romance', 'Comedy', 'Drama']",Leon Ford,"['Ryan Kwanten', 'Maeve Dermody', 'Marshall Napier']",2011-08-19,6.1,0,14.881138460438724,0.0,-1.0
3987,0,0.687656,12,6.271936339522531,742,2015,10,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Unnatural,"['Thriller', 'Action', 'Horror']",Hank Braxtan,['Unknown'],2015-10-16,4.3,0,0.0,0.0,
3988,8000000,6.39503,99,5.851111111111112,371,2005,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Hustle & Flow,['Drama'],Craig Brewer,"['Terrence Howard', 'Anthony Anderson', 'Taryn Manning']",2005-07-22,6.9,23563727,15.894952224644102,16.97521913852535,1.945465875
3989,2883848,39.30982,808,6.271936339522531,189,1959,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Some Like It Hot,"['Comedy', 'Romance']",Billy Wilder,['Unknown'],1959-03-18,8.0,25000000,14.87463641817992,17.034386422832473,7.6689728446159435
3991,2777000,67.417542,1642,7.400000000000001,2110,1939,8,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,The Wizard of Oz,"['Adventure', 'Family', 'Fantasy']",Victor Fleming,"['Judy Garland', 'Frank Morgan', 'Ray Bolger']",1939-08-15,7.4,33754967,14.8368821263897,17.334638164449956,11.15519157364062
3992,2800000,36.444894,854,6.271936339522531,1367,1974,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Young Frankenstein,"['Comedy', 'Science Fiction']",Mel Brooks,['Unknown'],1974-12-15,7.7,86273333,14.845130332288226,18.273031116417066,29.811904642857144
3993,2000000,15.351412,190,5.400000000000001,679,2007,9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Diary of the Dead,"['Horror', 'Action', 'Science Fiction']",George A. Romero,"['Michelle Morgan', 'Joshua Close', 'Shawn Roberts']",2007-09-08,5.4,5364858,14.508658238524095,15.495380652247706,1.682429
3994,0,2.436019,44,6.271936339522531,1662,2006,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Lage Raho Munna Bhai,"['Comedy', 'Drama', 'Romance']",Rajkumar Hirani,['Unknown'],2006-01-01,7.6,0,0.0,0.0,
3995,0,0.93392,19,6.183333333333334,2111,1997,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Ulee's Gold,['Drama'],Victor Nunez,"['Peter Fonda', 'Patricia Richardson', 'Christine Dunford']",1997-06-13,6.5,0,0.0,0.0,
3996,2700000,11.35972,59,6.271936339522531,271,1979,10,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,The Black Stallion,"['Adventure', 'Family']",Carroll Ballard,['Unknown'],1979-10-17,7.0,37799643,14.80876270134486,17.44781024255605,12.999867777777778
3997,0,0.296981,2,6.271936339522531,1788,2015,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sardaarji,[],Rohit Jugraj,['Unknown'],2015-06-26,9.5,0,0.0,0.0,
3998,0,1.776624,10,4.9,1188,2008,9,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Journey to Saturn,"['Action', 'Adventure', 'Animation', 'Comedy', 'Science Fiction']",Kresten Vestbjerg Andersen,"['Casper Christensen', 'Frank Hvam', 'Ali Kazim']",2008-09-26,4.9,0,0.0,0.0,
3999,2686000,1.897263,30,6.271936339522531,983,1963,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Donovan's Reef,"['Adventure', 'Comedy', 'Romance']",John Ford,['Unknown'],1963-06-12,6.0,6600000,14.80356402836607,15.702580358511794,1.4571854058078928
4000,0,0.144031,3,6.271936339522531,52,1996,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,The Dress,"['Comedy', 'Drama']",Alex van Warmerdam,['Unknown'],1996-03-21,7.0,0,0.0,0.0,
4001,2627000,0.531444,8,6.271936339522531,2110,1944,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,A Guy Named Joe,"['Drama', 'Romance', 'War']",Victor Fleming,['Unknown'],1944-03-01,6.0,5363000,14.781353449329957,15.495034264427845,1.0414921964217738
4002,2600000,22.793929,609,7.233333333333333,1367,1974,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Blazing Saddles,"['Western', 'Comedy']",Mel Brooks,"['Cleavon Little', 'Gene Wilder', 'Harvey Korman']",1974-02-07,7.2,119500000,14.77102238760702,18.59882693770404,44.96153846153846
4003,2600000,14.013414,237,6.271936339522531,1086,1984,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Friday the 13th: The Final Chapter,"['Horror', 'Thriller']",Joseph Zito,['Unknown'],1984-04-13,5.9,32980880,14.77102238760702,17.311438587898426,11.684953846153846
4004,2159280,13.265432,260,7.099999999999999,1589,2013,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Ida,['Drama'],Paweł Pawlikowski,"['Agata Trzebuchowska', 'Agata Kulesza', 'Joanna Kulig']",2013-10-25,7.1,10700000,14.585285853876337,16.185754392890075,3.955355488866659
4005,0,11.552247,61,6.996666666666666,837,1987,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Maurice,"['Drama', 'Romance']",James Ivory,"['James Wilby', 'Hugh Grant', 'Rupert Graves']",1987-09-18,7.1,0,0.0,0.0,
4006,0,1.73892,22,5.566666666666666,635,2006,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beer League,['Comedy'],Frank Sebastiano,"['Artie Lange', 'Ralph Macchio', 'Anthony DeSando']",2006-09-15,5.3,0,0.0,0.0,
4007,2600000,0.895946,23,7.599999999999999,1911,2004,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Riding Giants,['Documentary'],Stacy Peralta,"['Jeff Clark', 'Darrick Doerner', 'Laird Hamilton']",2004-07-09,7.6,3166000,14.77102238760702,14.967979835279014,0.21769230769230768
4008,2600000,19.02965,308,7.0,1481,2007,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Timecrimes,"['Science Fiction', 'Thriller']",Nacho Vigalondo,"['Karra Elejalde', 'Candela Fernández', 'Bárbara Goenaga']",2007-09-20,7.0,553198,14.77102238760702,13.223473071106609,-0.7872315384615385
4009,0,0.406645,13,6.271936339522531,1528,2009,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Silver Medalist,"['Action', 'Adventure', 'Comedy', 'Drama', 'Foreign']",Ning Hao,['Unknown'],2009-01-20,7.4,0,0.0,0.0,
4010,2600000,3.687574,38,5.2,2073,2007,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Timber Falls,"['Horror', 'Thriller']",Tony Giglio,"['Josh Randall', 'Nick Searcy', 'Beth Broderick']",2007-12-07,5.2,0,14.77102238760702,0.0,-1.0
4011,2540800,36.556954,727,6.271936339522531,1912,1952,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Singin' in the Rain,"['Comedy', 'Music', 'Romance']",Stanley Donen,['Unknown'],1952-04-10,7.8,7200000,14.747989943611703,15.789591722875162,1.8337531486146095
4012,0,0.545825,47,7.099999999999999,952,2010,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Fat, Sick & Nearly Dead",['Documentary'],Joe Cross,"['Joe Cross', 'Phil Riverstone', 'Amy Badberg']",2010-04-16,7.1,0,0.0,0.0,
4013,2500000,18.661541,516,6.271936339522531,1421,2013,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,A Haunted House,"['Comedy', 'Horror']",Michael Tiddes,['Unknown'],2013-01-11,5.4,60141683,14.731801689838349,17.912213736462856,23.0566732
4015,0,14.885388,225,6.271936339522531,2051,1996,10,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,That Thing You Do!,"['Comedy', 'Drama']",Tom Hanks,['Unknown'],1996-10-04,6.8,34585416,0.0,17.35894267719439,
4016,2500000,12.030456,229,6.271936339522531,2069,1982,10,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,Halloween III: Season of the Witch,"['Horror', 'Mystery', 'Science Fiction']",Tommy Lee Wallace,['Unknown'],1982-10-22,5.0,14400000,14.731801689838349,16.48273883399067,4.76
4017,2500000,18.30961,264,6.271936339522531,539,1971,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Escape from the Planet of the Apes,"['Action', 'Science Fiction']",Don Taylor,['Unknown'],1971-05-20,6.3,12348905,14.731801689838349,16.329078034118602,3.939562
4018,2500000,6.82919,66,6.271936339522531,1330,1963,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Hud,"['Action', 'Drama', 'Western']",Martin Ritt,['Unknown'],1963-05-29,7.5,10000000,14.731801689838349,16.118095750958314,3.0
4019,0,9.799357,95,6.844444444444444,1228,2013,7,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kevin Hart: Let Me Explain,"['Comedy', 'Documentary']",Leslie Small,"['Kevin Hart', 'David Terrell', 'David Jason Perez']",2013-07-03,7.1,32230907,0.0,17.288436425904866,
4020,2500000,10.363642,212,6.808333333333333,732,1991,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,My Own Private Idaho,"['Drama', 'Romance']",Gus Van Sant,"['River Phoenix', 'Keanu Reeves', 'James Russo']",1991-10-17,7.1,0,14.731801689838349,0.0,-1.0
4021,2500000,30.583959,618,6.271936339522531,2173,2004,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Garden State,"['Comedy', 'Drama', 'Romance']",Zach Braff,['Unknown'],2004-07-28,7.1,26781723,14.731801689838349,17.10323027255553,9.7126892
4022,2500000,23.672571,959,7.156666666666667,1707,1995,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Before Sunrise,"['Drama', 'Romance']",Richard Linklater,"['Ethan Hawke', 'Julie Delpy', 'Andrea Eckert']",1995-01-27,7.7,5535405,14.731801689838349,15.526675472834972,1.214162
4023,0,0.205034,8,6.271936339522531,2185,2003,10,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,Evil Words,"['Horror', 'Mystery', 'Thriller']",Éric Tessier,['Unknown'],2003-10-03,6.9,0,0.0,0.0,
4024,0,5.581743,22,6.318787878787879,57,1999,9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Jesus' Son,"['Comedy', 'Drama', 'Romance']",Alison Maclean,"['Billy Crudup', 'Denis Leary', 'Jack Black']",1999-09-05,6.7,0,0.0,0.0,
4026,0,0.262135,15,6.271936339522531,1846,2007,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Brick Lane,['Drama'],Sarah Gavron,['Unknown'],2007-11-16,5.2,0,0.0,0.0,
4027,2500000,23.419061,450,6.014814814814815,815,2012,8,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Robot & Frank,"['Science Fiction', 'Comedy', 'Drama', 'Crime']",Jake Schreier,"['Frank Langella', 'Liv Tyler', 'James Marsden']",2012-08-16,6.8,3325038,14.731801689838349,15.016991961326612,0.3300152
